Annotation Specialist,Subjective Impression,OneWord,Song,Performer,Performer2,Performer3,Performer4,Performer5,label,label2,label3,label4,,producer,producer2,producer3,producer4,producer5,producer6,Producer7,Producer8,songwriters,songwriter2,songwriter3,songwriter4,songwriter5,songwriter6,songwriter7,songwriter8,songwriter9,songwriter10,songwriter11,songwriter12,songwriter13,songwriter14,songwriter15,songwriter16,songwriter17,songwriter18,songwriter19,songwriter20,songwriter21,songwriter22,songwriter23,songwriter24,songwriter25,songwriter26,songwriter27,songwriter28,songwriter29,songwriter30
Eric,Absolute Banger,Rips,Better Now,Post Malone,,,,,Republic,,,,,Frank Dukes,Louis Bell,,,,,,,Post Malone,Louis Bell,Frank Dukes,Billy Walsh,Kaan Gunesberk,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Banger,Rips,Bad Guy,Billie Eilish,,,,,Darkroom,Interscope,,,,Finneas O'Connell,,,,,,,,Billie Eilish,Finneas O'Connell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Lyrics and vocals are great,Rips,Circles,Post Malone,,,,,Republic,,,,,Post Malone,Louis Bell,Frank Dukes,,,,,,Austin Post,Louis Bell,Adam Feeney,Kaan Gunesberk,Billy Walsh,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Not the best heard,doesn't rip,Sunny Came Home,Shawn Colvin,,,,,Columbia,,,,,John Leventhal,,,,,,,,Shawn Colvin,John Leventhal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Not my favorite but its a bop,Rips,Teenage Dream,Glee Cast,,,,,Capitol,,,,,Dr. Luke,Benny Blanco,Max Martin,,,,,,Katy Perry,Lukasz Gottwald,Max Martin,Benjamin Levin,Bonnie McKee,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Generally good ,Rips,Sugar,Maroon 5,,,,,222,Interscope,,,,Ammo,Cirkut,,,,,,,Mike Posner,Adam Levine,Joshua Coleman,Lukasz Gottwald,Jacob Kasher Hindlin,Henry Walter,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Not bad ,Rips,Change The World,Eric Clapton,,,,,Curb / MCA,,,,,Tony Brown,,,,,,,,Tommy Sims,Gordon Kennedy,Wayne Kirkpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Its pretty good ,Rips,So What,P!nk,,,,,LaFace,,,,,Max Martin,,,,,,,,Pink,Max Martin,Shellback,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Classic ,Rips,Bad Romance,Lady Gaga,,,,,Streamline,KonLive,Cherrytree,Interscope,,RedOne,,,,,,,,Stefani Germanotta,Nadir Khayat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Not the best ive heard,doesn't rip,Take Care,Drake ,Rihanna,,,,Aspire,Young Money,Cash Money,Republic,,Jamie xx,40,,,,,,,Aubrey Graham,Noah Shebib,Anthony Palman,Jamie Smith,Brook Benton,,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Classic,Rips,Starships,Nicki Minaj,,,,,Young Money,Cash Money,Universal,,,RedOne,Rami Yacoub,Carl Falk,,,,,,Onika Maraj-Petty,Nadir Khayat,Carl Falk,Rami Yacoub,Wayne Hector,Bilal Hajji,,,,,,,,,,,,,,,,,,,,,,,,
Eric,Memorable,Rips,Closer,The Chainsmokers ,Halsey,,,,Disruptor,Columbia,,,,The Chainsmokers,,,,,,,,Andrew Taggart,Ashley Frangipane,Shaun Frank,Frederic Kennett,Isaac Slade,Joe King,,,,,,,,,,,,,,,,,,,,,,,,
James,"good vocals, well put together and mixed but not my jam I will not be adding to my playlist or listening ever again",rips,Shallow,Lady Gaga,Bradley Cooper,,,,Interscope,,,,,Lady Gaga,Benjamin Rice,,,,,,,Lady Gaga,Andrew Wyatt,Anthony Rossomando,Mark Ronson,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Whitney's vocals never miss but this was too slow had to skip,doesn't rip,"Count On Me (From ""Waiting To Exhale"")",Whitney Houston,CeCe Winans,,,,Arista,,,,,Babyface,,,,,,,,Whitney Houston,Babyface,Michael Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,a little lack luster but consistant  ,rips,One Dance,Drake ,Kyla,WizKid,,,Young Money,Cash Money,Republic,,,Nineteen85,40,WizKid,Sarz,DJ Maphorisa,,,,Aubrey Graham,Paul Jefferies,Ayodeji Balogun,Noah Shebib,Errol Reid,Luke Reid,Kyla Smith,Corey Johnson,Logan Sama,,,,,,,,,,,,,,,,,,,,,
James,Reminds me of simpler times,rips,Do You Remember,Jay Sean ,Lil Jon,Sean Paul,,,,,,,,,,,,,,,,Jay Sean ,Sean Paul,Lil Jon ,Jared Cotter,Frankie Storm,J-Remy,Bobby Bass,,,,,,,,,,,,,,,,,,,,,,,
James,2 beautiful voices,rips,Dancing With A Stranger,Sam Smith,Normani,,,,Capitol,,,,,Stargate,Jimmy Napes,,,,,,,Sam Smith,Jimmy Napes,Mikkel S. Eriksen,Tor E. Hermansen,Normani Kordei Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,
James,was nearlly a doesn't rip but the guitar solo saved the songs life,rips,Believe,Mumford & Sons,,,,,Island,Glassnote,Gentlemen of the Road,,,James Ford,,,,,,,,Ted Dwane,Ben Lovett,Winston Marshall,Marcus Mumford, ,,,,,,,,,,,,,,,,,,,,,,,,,
James,transported into an early 90's movie,rips,Only Wanna Be With You,Hootie & The Blowfish,,,,,,,,,,,,,,,,,,Darius Rucker,Dean Felber,Jim Sonefeld,Mark Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,
James,hard not to nod to the beat,rips,Been Around The World,P. Diddy,The Family ,Mase,The Notorious B.I.G.,,Bad Boy,Arista,,,,Sean Combs,Ron Lawrence,Deric Angelettie,,,,,,Sean Combs,Ron Lawrence,Mason Betha,Christopher Wallace,Deric Angelettie,David Bowie,Lisa Stansfield,Ian Devaney,,,,,,,,,,,,,,,,,,,,,,
James,classic,rips,Somebody,Bryan Adams,,,,,A&M,,,,,Bob Clearmountain  Bryan Adams,,,,,,,,Bryan Adams  Jim Vallance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"not sure how this one made me feel, very harmonious I guess",doesn't rip,Please Don't Go,No Mercy,,,,,MCI,BMG,Arista,,,Frank Farian,,,,,,,,Peter Bischof-Fallenstein,Franz Reuther,Marty Cintron,Mary Applegate,,,,,,,,,,,,,,,,,,,,,,,,,,
James,the hook is a little week,doesn't rip,Panini,Lil Nas X,,,,,Columbia,,,,,Take a Daytrip,Dot da Genius ,,,,,,,Montero Hill,Denzel Baptiste,David Biral,Oladipo Omishore,Kurt Cobain,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic,rips,Semi-Charmed Life,Third Eye Blind,,,,,Elektra,,,,,Stephan Jenkins,Eric Valentine,,,,,,,Stephan Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic,rips,...Baby One More Time,Britney Spears,,,,,Jive,,,,,Max Martin,Rami,,,,,,,Max Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,interesting? unique? starts to get old around 2 mins in,doesn't rip,Show Stopper,Danity Kane,,,,,Bad Boy,Atlantic,,,,Jim Jonsin,,,,,,,,Angela Hunte,Krystal Oliver,Calvin Puckett,Frank Romano,James Scheffer,,,,,,,,,,,,,,,,,,,,,,,,,
James,Akon walked so maroon 5 could fly,rips,Right Now (Na Na Na),Akon,,,,,Konvict Muzik,Universal Motown,,,,Akon,Giorgio Tuinfort,,,,,,,A. Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,eminem was going through it,rips,Beautiful,Eminem,,,,,Aftermath,Shady,Interscope,,,Eminem,Jeff Bass,,,,,,,Marshall Mathers,Luis Resto,Jeffrey Bass,Don Black,Andy Hill,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic,rips,Dark Horse,Katy Perry ,Juicy J,,,,Capitol,,,,,Dr. Luke,Max Martin,Cirkut,,,,,,Katy Perry,Jordan Houston,Lukasz Gottwald,Sarah Hudson,Max Martin,Henry Walter,,,,,,,,,,,,,,,,,,,,,,,,
James,not bad but hard to justify a rip,doesn't rip,Sad!,XXXTENTACION,,,,,Bad Vibes Forever,Caroline,,,,Cunningham,,,,,,,,Jahseh Onfroy,John Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,not really a huge post fan but the vocals are good and the guitar is nice and good prgression,doesn't rip,Stay,Post Malone,,,,,Republic,,,,,Post Malone,Andrew Watt,,,,,,,Austin Post,Andrew Watt,Louis Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,solid,rips,Building A Mystery,Sarah McLachlan,,,,,Nettwerk,,,,,Pierre Marchand,,,,,,,,Sarah McLachlan,Pierre Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Rhianna a hit maker,rips,Disturbia,Rihanna,,,,,Def Jam,SRP,,,,Brian Kennedy,Makeba Riddick,,,,,,,Brian Kennedy,Chris Brown,Robert Allen,Andre Merritt,,,,,,,,,,,,,,,,,,,,,,,,,,
James,I hate to say it but it rips,rips,Blank Space,Taylor Swift,,,,,Big Machine,,,,,Max Martin,Shellback,,,,,,,Taylor Swift,Max Martin,Shellback,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,she doing too much,doesn't rip,Ain't No Other Man,Christina Aguilera,,,,,RCA,,,,,DJ Premier,Charles Martin Roane,Christina Aguilera,,,,,,Christina Aguilera,Chris E. Martin,Kara DioGuardi,Charles Martin Roane,Harold Beatty,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic (the minecraft remix arguably goes harder),rips,DJ Got Us Fallin' In Love,Usher,Pitbull,,,,LaFace,Jive,,,,Max Martin,Shellback,,,,,,,Max Martin,Shellback,Savan Kotecha,Armando Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,
James,I hate the hook but Nikki is the goat female rapper,doesn't rip,Anaconda,Nicki Minaj,,,,,Young Money,Cash Money,Republic,,,Polow da Don,AnonXmous,Da Internz,,,,,,Anthony Ray,Onika Maraj,Jamal Jones,Jonathan Solone-Myvett,Ernest Clark,Marcos Palacios,,,,,,,,,,,,,,,,,,,,,,,,
James,refreshing,rips,Daydreamin',Tatyana Ali,,,,,MJJ Music,Work,Epic,,,Rodney Jerkins,,,,,,,,Rodney Jerkins,LaShawn Daniels,Fred Jerkins III,Peter Pankey,Sean Hamilton,Donald Fagen,Walter Becker,,,,,,,,,,,,,,,,,,,,,,,
James,not as good as Show Me Love by Robin S,doesnt rip,Show Me Love,Robyn,,,,,Ariola,Ricochet,BMG,,,Denniz Pop,Max Martin,,,,,,,Robyn,Max Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,another borderline,doesn't rip,As Long As You Love Me,Justin Bieber ,Big Sean,,,,Island,RBMG,Schoolboy,,,Darkchild,Andre Lindal,,,,,,,Andre Lindal,Justin Bieber,Nasri Atweh,Rodney Jerkins,Sean Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
James,not the greatest but not the worst on the border of rips or not,doesn't rip,Bottoms Up,Trey Songz ,Nicki Minaj,,,,Songbook,Atlantic,,,,Kane Beatz,,,,,,,,Milton L. James,Daniel A. Johnson,Onika Maraj,Edrick Miles,Tony E. Scales,,,,,,,,,,,,,,,,,,,,,,,,,
James,suprissing let down from JB and Ludacris,doesn't rip,All Around The World,Justin Bieber ,Ludacris,,,,Island,RBMG,School Boy,,,The Messengers,Sir Nolan,Kuk Harrell,,,,,,Justin Bieber,Nasri Atweh,Adam Messinger,Nolan Lambroza,Christopher Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic ,rips,Centuries,Fall Out Boy,,,,,Island,DCD2,,,,J.R. Rotem,Omega,,,,,,,Michael Fonseca,Raja Kumari,J.R. Rotem,Justin Tranter,Andy Hurley,Patrick Stump,Joe Trohman,Suzanne Vega,Pete Wentz,,,,,,,,,,,,,,,,,,,,,
James,Glee cast version automatically does not rip,doesn't rip,Telephone,Glee Cast,,,,,Streamline,KonLive,Cherrytree,Interscope,,Darkchild,Lady Gaga,,,,,,,Beyoncé Knowles,Stefani Germanotta,"	
Rodney Jerkins",,,,,,,,,,,,,,,,,,,,,,,,,,,
James,back street banger boys,rips,Quit Playing Games (With My Heart),Backstreet Boys,,,,,Jive,,,,,Max Martin,Kristian Lundin,,,,,,,Max Martin,Herbie Crichlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,this song shreds on rock band,rips,Dani California,Red Hot Chili Peppers,,,,,Warner Bros.,,,,,Rick Rubin,,,,,,,,Flea,Frusciante,Kiedis,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"Michael Jackson 2.0, the 2.0 does not mean hes better cause hes not",rips,Can't Feel My Face,The Weeknd,,,,,XO,Republic,,,,Max Martin,Ali Payami,,,,,,,Ali Payami,Savan Kotecha,Max Martin,Abel Tesfaye,Peter Svensson,,,,,,,,,,,,,,,,,,,,,,,,,
James,velvety smooth,rips,Don't Let Go (Love),En Vogue,,,,,EastWest,,,,,Organized Noize,Ivan Matias,,,,,,,Andrea Martin,Ivan Matias,Marqueze Ethridge,Organized Noize,,,,,,,,,,,,,,,,,,,,,,,,,,
James,bring the Goo Goo Dalls back,rips,Slide,Goo Goo Dolls,,,,,Warner Bros.,,,,,Rob Cavallo,Goo Goo Dolls,,,,,,,Johnny Rzeznik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,make me feel like a pretty princess,rips,All I Have,Jennifer Lopez ,LL Cool J,,,,Epic,,,,,Cory Rooney,Ron G,Dave McPherson,,,,,,Jennifer Lopez,James Todd Smith,Makeba Riddick,Curtis Richardson,Ron G,Dave McPherson,Lisa Peters,William Jeffrey,,,,,,,,,,,,,,,,,,,,,,
James,BEVERLY HILLS THATS WHERE I WANNA BE,rips,Beverly Hills,Weezer,,,,,Geffen,,,,,Rick Rubin,,,,,,,,Rivers Cuomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,it was ight,rips,One Of Us,Joan Osborne,,,,,Blue Gorilla,Mercury,,,,Rick Chertoff,,,,,,,,Eric Bazilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,not sure what that was all about,doesn't rip,Because Of You,98 Degrees,,,,,Motown,,,,,Christian Karlsson,Anders Bagge,Arnthor Birgisson,,,,,,Anders Bagge,Arntor Birgisson,Christian Karlsson,Patrick Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
James,more Glee...,doesn't rip,Somebody That I Used To Know,Glee Cast,,,,,Eleven,Universal,V2,,,Wally De Backer,,,,,,,,Wally De Backer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,feels a little corny ,doesn't rip,Beautiful People,Ed Sheeran ,Khalid,,,,Asylum,,,,,Shellback,Max Martin,Fred,Ed Sheeran,,,,,Ed Sheeran,Fred Gibson,Max Martin,Shellback,Khalid Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
James,another one squeezes by to rips 5.75/10,rips,Adia,Sarah McLachlan,,,,,Nettwerk,Arista,,,,Pierre Marchand,,,,,,,,Sarah McLachlan,Pierre Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Glee again...,doesn't rip,Billionaire,Glee Cast,,,,,Fueled by Ramen,,,,,The Smeezingtons,,,,,,,,Travie McCoy,Bruno Mars,Philip Lawrence,Ari Levine,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"sweet serenade, I think I love her",rips,Because Of Love,Janet Jackson,,,,,Virgin,,,,,Jimmy Jam and Terry Lewis,Janet Jackson,,,,,,,Janet Jackson,James Harris III,Terry Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"PUT YOU IN A MANSION, SOMEHWERE IN WISCONSIN!!!!!!!!!!",rips,Can't Believe It,T-Pain  ,Lil Wayne,,,,Nappy Boy,Konvict,Jive,,,T-Pain,,,,,,,,Faheem Rasheed Najm,"Dwayne Michael Carter, Jr.",David Balfour,Justin Timberlake (remix only),,,,,,,,,,,,,,,,,,,,,,,,,,
James,I cant take much more of this,doesn't rip,Rolling In The Deep,Glee Cast  ,Jonathan Groff,,,,,,,,,Ryan Murphy,Peer Astrom,Adam Anders,,,,,,Paul Epworth,Adele Adkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"CLASSIC, poetic justice",rips,"Any Time, Any Place/And On And On",Janet Jackson,,,,,Virgin,,,,,Jimmy Jam and Terry Lewis,Janet Jackson,R. Kelly,,,,,,Janet Jackson,James Harris III,Terry Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,hidden gem,rips,Secret,Madonna,,,,,Maverick,Sire,Warner Bros.,,,Madonna,Dallas Austin,,,,,,,Madonna,Dallas Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"not sure how to rate this one, was promising in the beginning then it lost me",doesn't rip,Run Away,Real McCoy,,,,,Hansa,,,,,Juergen Wind (J.Wind),Frank Hassas,,,,,,,Juergen Wind (J.Wind),Quickmix,Olaf Jeglitza,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,classic,rips,Dear Mama/Old School,2Pac,,,,,Interscope,Jive,,,,Tony Pizarro,,,,,,,,Tupac Shakur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Ariana has great vocals,rips,Side To Side,Ariana Grande, Nicki Minaj,,,,Republic,,,,,Max Martin,Ilya Salmanzadeh,,,,,,,Max Martin,Savan Kotecha,Alexander Kronlund,Ilya Salmanzadeh,Onika Maraj,Ariana Grande,,,,,,,,,,,,,,,,,,,,,,,,
James,a true time capsul song,rips,Can't Nobody Hold Me Down,P. Diddy,Mase,,,,BMG,Arista,Bad Boy,,,Nashiem Myrick,Carlos Broady,Sean Combs,Stevie J,,,,,Sean Combs,Steve Jordan,Carlos Broady,Nasheim Myrick,Mason Betha,,,,,,,,,,,,,,,,,,,,,,,,,
James,simpler times,rips,Counting Stars,OneRepublic,,,,,Mosley,Interscope,,,,Tedder,Noel Zancanella,,,,,,,Ryan Tedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,"decent hook, not a great song but good enough",rips,Ridin' Solo,Jason Derulo,,,,,Warner Bros. (US),WEA International Inc. (outside US),,,,J.R. Rotem,,,,,,,,Jason Derulo,J.R. Rotem,Xavier Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,diffiucult to rate cause it had the summer of 2015 in a choke hold,rips,679,Fetty Wap ,,,,,RGF,300,,,,"Brian ""Peoples"" Garcia",,,,,,,,Willie Maxwell,Justin Pope,Angel Luis Cosme Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,My Boo,Usher,Alicia Keys,,,,LaFace,,,,,Jermaine Dupri,No I.D.,,,,,,,Usher Raymond,Alicia Keys,Jermaine Dupri,Adonis Shropshire,Manuel Seal,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Nobody,Keith Sweat,Athena Cage,,,,Elektra,,,,,Keith Sweat,,,,,,,,Keith Sweat,Athena Cage,Fitzgerald Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Mercy,Kanye West,Big Sean,Pusha T,2 Chainz,,GOOD Music,Def Jam,,,,Lifted,Mike Dean,Mike Will Made It,Kanye West,Hudson Mohawke,,,,Kanye West,Sean Anderson,Terrence Thornton,Tauheed Epps,Michael Williams II,Ross Birchard,Mike Dean,Stepan Taft,James Thomas,Denzie Beagle,Winston Riley,Reggie Williams,,,,,,,,,,,,,,,,,,
KC,,,Hey Lover,LL Cool J,Boyz II Men,,,,Def Jam,PolyGram,,,,"Rashad ""Ringo"" Smith",LL Cool J,,,,,,,James Todd Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Finesse,Bruno Mars,Cardi B,,,,Atlantic,,,,,Shampoo Press & Curl,The Stereotypes,,,,,,,Bruno Mars,Philip Lawrence,Christopher Brody Brown,James Fauntleroy,Johnathan Yip,Ray Romulus,Jeremy Reeves,Ray McCullough II,Belcalis Almanzar,Klenord Raphael,,,,,,,,,,,,,,,,,,,,
KC,,,It's Your Love,Tim McGraw,Faith Hill,,,,Big Machine,,,,,Nathan Chapman,,,,,,,,Taylor Swift,Liz Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Drip Too Hard,Lil Baby,Gunna,,,,YSL,Quality Control,Motown,Capitol,,Turbo,,,,,,,,Dominique Jones,Sergio Kitchens,Chandler Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Landslide,Glee Cast,Gwyneth Paltrow,,,,Columbia,20th Century Fox TV,,,,Ryan Murphy,Peer Åström,Adam Anders,,,,,,Stevie Nicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Him & I,G-Eazy,Halsey,,,,RCA,,,,,The Futuristics,,,,,,,,Jim Lavigne,Dakarai Gwitira,Madison Love,Joe Khajadourian,Edgar Machuca,Alexander Schwartz,Gerald Gillum,Ashley Frangipane,,,,,,,,,,,,,,,,,,,,,,
KC,,,Higher,DJ Khaled,John Legend,Nipsey Hussle,,,We the Best,Epic,Roc Nation,,,DJ Khaled,Streetrunner,Tarik Azzouz,,,,,,Ermias Asghedom,HM Henry Davis,John Stephens,Kevin Cossom,Khaled Khaled,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, Sheniya","It's a bop, no debate.",Rips,"Gangsta's Paradise (From ""Dangerous Minds"")",Coolio,L.V.,,,,Scotti Brothers,,,,,Doug Rasheed,,,,,,,,"Artis Ivey, Jr.",Larry Sanders,Doug Rasheed,Stevie Wonder,Weird Al Yankovic,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,"Hold On, We're Going Home",Drake,Majid Jordan,,,,Young Money,Cash Money,Republic,AMG,,"Noah ""40"" Shebib",Nineteen85,Majid Jordan,,,,,,Aubrey Graham,Noah Shebib,Majid Al Maskati,Jordan Ullman,Paul Jefferies,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Make It Hot,Nicole,Mocha,"Missy ""Misdemeanor"" Elliott",,,Elektra,The Goldmind Inc.,,,,Timbaland,,,,,,,,Missy Elliott,Tim Mosley,A. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Girl On Fire,Alicia Keys,Nicki Minaj,,,,RCA,,,,,Alicia Keys,Jeff Bhasker,Salaam Remi,,,,,,Alicia Keys,Salaam Remi,Jeff Bhasker,Billy Squier,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Hard To Say I'm Sorry,Az Yet,Peter Cetera,,,,Full Moon,Warner Bros.,,,,David Foster,,,,,,,,Peter Cetera,David Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Hot Boyz,"Missy ""Misdemeanor"" Elliott ",Q-Tip,NAS,EVE,,Goldmind,Elektra,,,,Timbaland,,,,,,,,Melissa Elliott,Timothy Mosley,Nasir Jones,Eve Jeffers,Kamaal Fareed,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Down Low (Nobody Has To Know),R. Kelly,Ronald Isley,,,,Jive,,,,,R. Kelly,,,,,,,,Robert Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Lovers And Friends,Lil Jon,The East Side Boyz,Ludacris,Usher,,TVT,,,,,Lil Jon,,,,,,,,Deongelo Holmes,Eric Jackson,Jonathan Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Love Like This,Faith Evans,,,,,Bad Boy,Arista,,,,Faith Evans,Ron Lawrence,Sean Combs,,,,,,Faith Evans,Ron Lawrence,Sean Combs,Schon Crawford,Clarence Emery,Bernard Edwards,Nile Rodgers,,,,,,,,,,,,,,,,,,,,,,,
"KC, Dan H","I was so prepared to say something like ""not even the Glee cast could ruin this banger"" but tell me why it's giving shitty YouTube parody made by a few 12 year olds in 2012. Like the delivery on the rapping is soooooo bad. This is worse than Kidz bop",Doesn't rip,Empire State Of Mind,Glee Cast,,,,,Roc Nation,Atlantic,,,,Al Shux,Janet Sewell-Ulepic,Angela Hunte,,,,,,Shawn Carter,Alexander Shuckburgh,Janet Sewell-Ulepic,Angela Hunte,Alicia Keys,Sylvia Robinson,Bert Keyes,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Name,Goo Goo Dolls,,,,,Metal Blade,Warner Bros.,,,,Lou Giordano,,,,,,,,John Rzeznik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, James H",BANGERRRR,,Gone Till November,Wyclef Jean,New York Philharmonic Orchestra,,,,Columbia,Ruffhouse,,,,Wyclef Jean,"Jerry ""Wonda"" Duplessis",,,,,,,Wyclef Jean,Jerry Duplessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,On My Mind,Ellie Goulding,,,,,Polydor,,,,,Max Martin,Ilya,,,,,,,Ellie Goulding,Max Martin,Savan Kotecha,Ilya Salmanzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Memories,Maroon 5,,,,,222,Interscope,,,,The Monsters & Strangerz,Adam Levine,,,,,,,Adam Levine,Jonathan Bellion,Jacob Kasher Hindlin,Michael Pollack,Jordan K. Johnson,Stefan Johnson,Vincent Ford,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Everybody (Backstreet's Back),Backstreet Boys,,,,,Jive,,,,,Denniz Pop,Max Martin,,,,,,,Denniz Pop,Max Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Hands,Jewel,,,,,Atlantic,,,,,Patrick Leonard,,,,,,,,Jewel Kilcher,Patrick Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, James H",BANGERRRR,,Mirrors,Justin Timberlake,,,,,RCA,,,,,J-Roc,Timbaland,Justin Timberlake,,,,,,Justin Timberlake,Timothy Mosley,Jerome Harmon,James Fauntleroy,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,I Want You Back,N Sync,,,,,RCA,,,,,Pop,Martin,,,,,,,Denniz Pop,Max Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, Sheniya","Classic song, very powerful, odd to find out it comes from space jam",Rips,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,,,,,Jive,Atlantic,,,,R. Kelly,,,,,,,,Robert Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,My Body,LSG,,,,,East West,,,,,"Darrell ""Delite"" Allamby","Victor ""Lundon"" Jones",,,,,,,Antoinette Roberson,"Darrell ""Delite"" Allamby",Lincoln Browder,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, Sheniya","Early 2000s classic,very nostalgic",Rips,Dynamite,Taio Cruz,,,,,Island,,,,,Dr. Luke,Benny Blanco,,,,,,,Dr. Luke,Max Martin,Benny Blanco,Bonnie McKee,,,,,,,,,,,,,,,,,,,,,,,,,,
"KC, Sheniya","Love the song, kickin drums, absolutely slaps",Rips,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,,,,,Island,,,,,Butch Walker,,,,,,,,Patrick Stump,Pete Wentz,Joe Trohman,Andy Hurley,Butch Walker,John Hill,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,Middle Child,J. Cole,,,,,Dreamville,Roc Nation,Interscope,,,T-Minus,Cole,,,,,,,Jermaine Cole,Allan Felder,Norman Harris,Tyler Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,I Can Love You Like That,All-4-One,,,,,Atlantic,,,,,Scott Hendricks,,,,,,,,Steve Diamond,Maribeth Derry,Jennifer Kimball,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC,,,It's All Coming Back To Me Now,Celine Dion,,,,,Virgin,,,,,Jim Steinman,,,,,,,,Jim Steinman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
